introgression_tract,overlapping_gene,gene_name,overlapping_bases,gene_length,percent_introgressed,gene_coordinates,gene_info
NW-022145607.1:15211542-15226169,LOC592451,inositol polyphosphate 5-phosphatase OCRL,42232,11927,28.241617730630804,NW_022145607.1:15214242-15256474, Sp-Ocrl1L|SPU_022723|OCRL1 Like|Oculocerebrorenal syndrom of Lowe|INPP5F|inositol polyphosphate 5-phosphatase II|SPU_022724|Sp-Ocrl1|SPU_016606|LOC110984507 Manually curated
NW-022145607.1:13635092-13649711,LOC105445289,uncharacterized LOC105445289,5367,4928,91.82038382709149,NW_022145607.1:13634653-13640020, Sp-Trpa1L|SPU_002748|transient receptor potential cation channel|subfamily A|member 1-like Manually curated
NW-022145607.1:13635092-13649711,LOC115927868,protein TANC1-like,11589,255,2.2003624126326686,NW_022145607.1:13649456-13661045, SPU_006715|SPU_011544 Manually curated
NW-022145609.1:16920373-16934992,LOC591452,asnsd1,41229,4559,11.057750612432995,NW_022145609.1:16883703-16924932,"['asparagine synthetase domain containing 1', ' Sp-Asnsd1L|SPU_007903|asparagine synthetase domain-containing protein 1-like|Sp-Asnsd1|SPU_000324|asparagine synthetase domain-containing protein 1|SPU_013430|SPU_007902|LOC591452|LOC110987207 Manually curated']"
NW-022145596.1:18030158-18044763,LOC100888959,calcium-binding protein SPEC 2C,8261,2048,24.79118750756567,NW_022145596.1:18023945-18032206, SPU_026687|Sp-Spec2a|spec2a Manually curated
NW-022145596.1:18030158-18044763,LOC105443175,vacuolar ATPase assembly integral membrane protein VMA21-like,9152,8083,88.31949300699301,NW_022145596.1:18036680-18045832, SPU_009473|Sp-Capn7 Manually curated
NW-022145597.1:14225160-14239757,LOC576318,E3 SUMO-protein ligase RanBP2,75523,14597,19.327886868900865,NW_022145597.1:14195203-14270726, SPU_023412|Sp-Ranbp2L_4|SPU_010961|Sp-Ranbp2|Sp-Ranbp2L|SPU_007870|RAN binding protein 2 like|SPU_013250|RAN binding protein 2-like|Sp-Ranbp2L_3|SPU_020083|RAN binding protein 2-like-3|Sp-RtL_46|SPU_019235|reverse transcriptase-like-46|SPU_000546|Sp-Hypp_2426|SPU_019236|hypothetical protein-2426|RAN binding protein 2|Sp-Hypp2426 Manually curated
NW-022145597.1:33866872-33881448,LOC115922530,quinone oxidoreductase-like,19864,14576,73.3789770438985,NW_022145597.1:33864918-33884782, Sp-Cryz|SPU_003511|NADPH:quinone reductase|Zeta-crystallin|Quinone oxidoreductase Manually curated
NW-022145597.1:8249176-8263725,LOC764550,"sucrase-isomaltase, intestinal",32725,9251,28.26890756302521,NW_022145597.1:8225702-8258427, Sp-Mgam_1|Sp-Si|maltase-glucoamylase|sucrase-isomaltase|SPU_023849|SPU_003859 Manually curated
NW-022145594.1:20450387-20464924,LOC105436819,uncharacterized LOC105436819,6621,4535,68.49418516840356,NW_022145594.1:20448301-20454922, SPU_018263|Sp-Hypp_2377|Sp-Hypp_736|SPU_014054|hypothetical protein-736 Manually curated
NW-022145602.1:4065467-4080002,LOC105443368,uncharacterized LOC105443368,24302,14535,59.80989218994321,NW_022145602.1:4059533-4083835, Manually curated
NW-022145597.1:6359610-6374137,LOC763842,uncharacterized LOC763842,14264,14264,100.0,NW_022145597.1:6359683-6373947, SPU_002499|Sp-Gucy2gL|guanylate cyclase 2g-like Manually curated
NW-022145594.1:22559128-22573641,LOC115918422,cell surface glycoprotein 1-like,12496,691,5.5297695262483995,NW_022145594.1:22547323-22559819, SPU_015016 Manually curated
NW-022145610.1:12462062-12476572,LOC100888092,CDK5 regulatory subunit-associated protein 2-like,51636,14510,28.100550003873266,NW_022145610.1:12430028-12481664, SPU_001466 Manually curated
NW-022145604.1:6040790-6055291,LOC100893075,uncharacterized LOC100893075,7933,7933,100.0,NW_022145604.1:6044817-6052750, pol polyprotein-like-80; calpain 3-like|Sp-PolppL_80|SPU_008583|pol polyprotein-like-80|calpain 3-like|hypothetical protein-1795|Hypp_1795|SPU_008579|pol polyprotein-like-77|PolppL_77|SPU_008577 Manually curated
NW-022145612.1:42694184-42708671,LOC100888681,zinc finger protein 862-like,2292,2292,100.0,NW_022145612.1:42700183-42702475, Manually curated
NW-022145612.1:42694184-42708671,LOC115919529,uncharacterized LOC115919529,1677,1677,100.0,NW_022145612.1:42702930-42704607, Manually curated
NW-022145612.1:42694184-42708671,LOC581761,eea1,19241,176,0.9147133724858375,NW_022145612.1:42675119-42694360,"['early endosome antigen 1', ' LOC581761|SPU_000674|LOC110983707 Manually curated']"
NW-022145612.1:42694184-42708671,LOC581815,rbsn,16874,14291,84.69242621784994,NW_022145612.1:42694380-42711254,"['rabenosyn, RAB effector', ' zinc finger protein 862-2|Sp-Znf862-2|zinc finger FYVE domain containing 20|Sp-Zfyve20|SPU_018507|SPU_015339|SPU_023537|SPU_001176|SPU_015398|SPU_001696|LOC581815|Rabenosyn-5|LOC110987189 Manually curated']"
NW-022145601.1:26340709-26355140,LOC115918697,enolase-like,24166,14393,59.558884383017464,NW_022145601.1:26330936-26355102, Sp-Eno3|SPU_013820|2-phospho-D-glycerate hydro-lyase|Muscle-specific enolase|MSE|Skeletal muscle enolase|Enolase 3|Beta enolase Manually curated
NW-022145597.1:5835852-5850279,LOC578404,prss16,16855,14427,85.59477899733017,NW_022145597.1:5835688-5852543,"['serine protease 16', ' thymus-specific serine protease |Sp-Prss16| protease, serine, 16 |Sp-Prss16L_1|TSSP|Sp-Prss16L|SPU_004318|SPU_016727|LOC578404|putative serine protease F56F10.1|LOC110977901 Manually curated']"
NW-022145605.1:19012846-19027256,LOC589619,sgf29,10359,8585,82.87479486436915,NW_022145605.1:19018671-19029030,"['SAGA complex associated factor 29', ' Sp-Ccdc101|SPU_028054|coiled-coil domain containing 101|LOC589619|SAGA-associated factor 29|LOC110976885 Manually curated']"
NW-022145605.1:19012846-19027256,LOC589646,rad1,12211,4415,36.155924985668655,NW_022145605.1:19005050-19017261,"['RAD1 checkpoint DNA exonuclease', ' LOC589646|cell cycle checkpoint protein RAD1|LOC110976887 Manually curated']"
NW-022145594.1:48156424-48170832,LOC585613,glb1l2,38715,14408,37.21554952860649,NW_022145594.1:48146635-48185350,"['galactosidase beta 1 like 2', ' SPU_027889|Sp-Bgal|SPU_025847|Sp-BgalsL|beta-galactosidase|beta-galactosidase-like protein|LOC585613|beta-galactosidase-1-like protein 2|LOC110990399 Manually curated']"
NW-022145609.1:35918954-35933328,LOC100891636,E3 ubiquitin-protein ligase MIB2-like,6207,6083,98.00225551796359,NW_022145609.1:35918830-35925037, Manually curated
NW-022145609.1:35918954-35933328,LOC105444572,E3 ubiquitin-protein ligase MIB2-like,35528,250,0.7036703445170007,NW_022145609.1:35933078-35968606," ankyrin2,3/unc44-275 |Sp-Unc44_275|SPU_021418|SPU_003813 Manually curated"
NW-022145602.1:2785210-2799564,LOC105439093,A-kinase-interacting protein 1-like,18607,9626,51.7332186811415,NW_022145602.1:2776229-2794836, SPU_008102 Manually curated
NW-022145601.1:26143006-26157316,LOC579634,lisH domain-containing protein ARMC9,33753,14310,42.39623144609368,NW_022145601.1:26128911-26162664, Manually curated
NW-022145612.1:20103380-20117674,LOC584519,tep1,82517,14294,17.32249112304131,NW_022145612.1:20100851-20183368,"['telomerase associated protein 1', ' LOC584519|Sp-Tep1|SPU_001240|telomerase associated protein 1|SPU_019163|Sp-Tep1L_9|SPU_024025|telomerase-associated protein 1-like-9|Sp-Tep1L_4|SPU_002865|telomerase-associated protein 1-like-4|SPU_016922|Sp-Tep1-2|SPU_019164|telomerase-associated protein 1-2|telomerase protein component 1|LOC110984550 Manually curated']"
NW-022145594.1:3403873-3418143,LOC105438467,cog8,23028,13274,57.642869550112906,NW_022145594.1:3394119-3417147,"['component of oligomeric golgi complex 8', ' LOC105438467|component of oligomeric golgi complex 8 |Sp-Cog8|Sp-Cog8_1|SPU_013147|SPU_007535|SPU_004388|conserved oligomeric Golgi complex subunit 8|LOC110988327 Manually curated']"
NW-022145606.1:43325755-43340014,LOC100891047,uncharacterized LOC100891047,14379,11162,77.62709506919813,NW_022145606.1:43328852-43343231, Manually curated
NW-022145612.1:44860366-44874574,LOC115929904,serine-aspartate repeat-containing protein F-like,25867,14208,54.92712722774191,NW_022145612.1:44858277-44884144, Sp-Hypp_1364|SPU_002000|hypothetical protein-1364|Sp-Hypp_1363|SPU_001999|hypothetical protein-1363 Manually curated
NW-022145604.1:14119898-14134102,LOC115918779,solute carrier family 23 member 1-like,19980,12742,63.773773773773776,NW_022145604.1:14112660-14132640, Manually curated
NW-022145604.1:21169090-21183275,LOC105440918,mucin-17-like,86715,14185,16.35818485844433,NW_022145604.1:21113954-21200669, Sp-Hypp_68|SPU_010684|hypothetical protein-68|SPU_014173 Manually curated
NW-022145605.1:39077557-39091732,LOC756453,xanthine dehydrogenase/oxidase,41871,12231,29.21114852762055,NW_022145605.1:39047917-39089788, xanthine dehydrogenase|aldehyde oxidase 1|Sp-Aox1|SPU_019441 Manually curated
NW-022145607.1:33896169-33910330,LOC100891519,acetylcholine receptor subunit alpha-like,24347,2761,11.34020618556701,NW_022145607.1:33874583-33898930," Sp-Chrna1L_1| cholinergic receptor, nicotinic, alpha 1-like-1|SPU_011871|SPU_015801 Manually curated"
NW-022145609.1:26840236-26854390,LOC115928597,kelch-like ECH-associated protein 1,19154,12701,66.30990915735616,NW_022145609.1:26833783-26852937, Manually curated
NW-022145611.1:3367718-3381859,LOC579126,actr2,24059,2409,10.012884991063634,NW_022145611.1:3379450-3403509,"['actin related protein 2', ' Sp-Arp2|SPU_018717|LOC579126|actin-related protein 2|LOC110975192 Manually curated']"
NW-022145609.1:13520958-13535098,LOC576532,epidermal growth factor receptor substrate 15-like 1,43829,14140,32.261744507061536,NW_022145609.1:13500746-13544575, Manually curated
NW-022145604.1:247946-262079,LOC593167,rho GTPase-activating protein 21,91499,14133,15.446070448857366,NW_022145604.1:210350-301849, Manually curated
NW-022145609.1:7521910-7536026,LOC115928784,U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein-like,465,465,100.0,NW_022145609.1:7523228-7523693, Manually curated
NW-022145609.1:7521910-7536026,LOC105438964,U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein-like,8391,1275,15.194851626742938,NW_022145609.1:7514794-7523185, Manually curated
NW-022145609.1:7521910-7536026,LOC100889344,U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein-like,10166,5192,51.07220145583317,NW_022145609.1:7530834-7541000, Manually curated
NW-022145594.1:20160897-20175001,LOC100890711,U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein-like,29908,9422,31.50327671526013,NW_022145594.1:20165579-20195487, Manually curated
NW-022145601.1:34281614-34295678,LOC105437679,topoisomerase I damage affected protein 7-like,5589,1881,33.65539452495974,NW_022145601.1:34293797-34299386, Manually curated
NW-022145602.1:14103521-14117585,LOC115925076,uncharacterized LOC115925076,6441,6441,100.0,NW_022145602.1:14106017-14112458, Manually curated
NW-022145611.1:23069979-23084043,LOC115929604,RRP15-like protein,3588,1949,54.31995540691192,NW_022145611.1:23068340-23071928, Manually curated
NW-022145604.1:25021708-25035749,LOC115925854,C3a anaphylatoxin chemotactic receptor-like,1598,90,5.632040050062578,NW_022145604.1:25020200-25021798, Sp-Hypp_2046|SPU_012714|hypothetical protein-2046|Sp-Hypp_1265|SPU_000605|hypothetical protein-1265 Manually curated
NW-022145607.1:19999049-20013089,LOC100893120,WSC domain-containing protein 2-like,9064,2374,26.19152691968226,NW_022145607.1:19992359-20001423, SPU_006757|SPU_006758 Manually curated
NW-022145612.1:25309928-25323924,LOC754244,carbohydrate sulfotransferase 11,47079,13666,29.027804328893986,NW_022145612.1:25276515-25323594, Sp-Chst11_2| carbohydrate (chondroitin 4) sulfotransferase 11-2|SPU_026924 Manually curated
NW-022145612.1:7855677-7869655,LOC576137,sodium-dependent phosphate transport protein 2C,31453,413,1.313070295361333,NW_022145612.1:7869242-7900695, Manually curated
NW-022145612.1:7855677-7869655,LOC115930015,phosphopantothenate--cysteine ligase-like,17270,11146,64.53966415749855,NW_022145612.1:7849553-7866823, Manually curated
NW-022145599.1:31864872-31878848,LOC373213,scavenger receptor cysteine-rich protein variant 2,23046,13976,60.64392953223987,NW_022145599.1:31861101-31884147, Sp-Srcr152|SPU_019370 Manually curated
NW-022145612.1:35136473-35150396,LOC105436407,scavenger receptor cysteine-rich protein variant 2,33575,1785,5.3164556962025316,NW_022145612.1:35148611-35182186, Sp-Srcr152|SPU_019370 Manually curated
NW-022145612.1:7128415-7142290,LOC579637,hddc3,3804,3804,100.0,NW_022145612.1:7133234-7137038,"['HD domain containing 3', "" LOC579637|SPU_016827|guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1|LOC110974553 Manually curated""]"
NW-022145612.1:7128415-7142290,LOC754129,shmt2,19506,2116,10.847944222290577,NW_022145612.1:7111025-7130531,"['serine hydroxymethyltransferase 2', ' Sp-Shmt2| Serine methylase | Glycine hydroxymethyltransferase | Serine hydroxymethyltransferase mitochondrial precursor |Shmt|LOC754129|SPU_016831|serine hydroxymethyltransferase, mitochondrial|LOC110974813 Manually curated']"
NW-022145612.1:7128415-7142290,LOC753057,peroxisomal trans-2-enoyl-CoA reductase-like,7621,3342,43.852512793596645,NW_022145612.1:7138948-7146569,"  Peroxisomal 2,4-dienoyl CoA reductase | RLF98 |Sp-Pecr_1|SPU_016826|Peroxisomal trans-2-enoyl-CoA reductase Manually curated"
NW-022145602.1:4597487-4611357,LOC105443524,anoctamin-4-like,96518,13870,14.370376510081021,NW_022145602.1:4540494-4637012, Manually curated
NW-022145601.1:20982184-20996041,LOC586591,phosphatidylcholine translocator ABCB4,16292,13857,85.05401424011785,NW_022145601.1:20981271-20997563, Pgy1/3-like|Mdr1/3-like|ATP-binding cassette sub-family B (MDR/TAP) member 4-like|Sp-Abcb4b|P-glycoprotein-3|SPU_008443|Sp-Abcb1 Manually curated
NW-022145607.1:22024469-22038318,LOC105437822,uncharacterized LOC105437822,747,747,100.0,NW_022145607.1:22036355-22037102, SPU_014458 Manually curated
NW-022145600.1:5343753-5357594,LOC582234,"rhodopsin, GQ-coupled-like",1020,244,23.92156862745098,NW_022145600.1:5342977-5343997, Sp-Surreal/Gpcr29|SPU_013029 Manually curated
NW-022145600.1:5343753-5357594,LOC105445362,"rhodopsin, GQ-coupled-like",1020,1020,100.0,NW_022145600.1:5346395-5347415, Sp-Surreal/Gpcr25|SPU_013025|Sp-Surreal/Gpcr27|SPU_013027 Manually curated
NW-022145600.1:5343753-5357594,LOC582148,"rhodopsin, GQ-coupled-like",1020,1020,100.0,NW_022145600.1:5353551-5354571, Sp-Surreal/Gpcr24|SPU_013026 Manually curated
NW-022145600.1:5343753-5357594,LOC763420,"rhodopsin, GQ-coupled-like",1020,544,53.333333333333336,NW_022145600.1:5357050-5358070, Sp-Surreal/Gpcr21|SPU_013028 Manually curated
NW-022145594.1:47277931-47291767,LOC105445449,uncharacterized LOC105445449,13497,2145,15.892420537897312,NW_022145594.1:47289622-47303119, SPU_006948|hypothetical protein-1039; sidestep protein-like; mucin-like|Sp-Hypp_1039|SPU_022143|hypothetical protein-1039|sidestep protein-like|mucin-like|Sp-Hypp_1693|SPU_007016|hypothetical protein-1693|SPU_006192|SPU_024796 Manually curated
NW-022145601.1:17599025-17612842,LOC115924543,synaptobrevin-like,18613,13817,74.23306291301779,NW_022145601.1:17597372-17615985, Manually curated
NW-022145614.1:19076693-19090495,LOC591898,hpgd,14051,5637,40.118141057575976,NW_022145614.1:19084858-19098909,"['15-hydroxyprostaglandin dehydrogenase', ' Sp-Hpgd|SPU_019356|PGDH|Prostaglandin dehydrogenase 1|15-hydroxyprostaglandin dehydrogenase|LOC591898|15-hydroxyprostaglandin dehydrogenase [NAD(+)] Manually curated']"
NW-022145613.1:7629532-7643314,LOC583460,cholinesterase 1,7579,148,1.9527642169151604,NW_022145613.1:7622101-7629680, Manually curated
NW-022145613.1:7629532-7643314,LOC115919978,acetylcholinesterase-like,7070,7070,100.0,NW_022145613.1:7630958-7638028, Manually curated
NW-022145599.1:24530397-24544178,LOC115923814,lectin BRA-2-like,4256,1024,24.06015037593985,NW_022145599.1:24543154-24547410, Sp-Clect/Egf_15|SPU_023607|Multiple EGF|alternating with CLECT Manually curated
NW-022145594.1:11038607-11052385,LOC100893378,uncharacterized LOC100893378,9868,8296,84.06972030806648,NW_022145594.1:11044089-11053957, SPU_023030|Sp-Hypp_2644 Manually curated
NW-022145610.1:22685325-22699103,LOC757309,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1",54725,12269,22.41936957514847,NW_022145610.1:22642869-22697594, Sp-Endrvt105|SPU_022866|endonuclease-reverse transcriptase-105|Sp-Hyr|SPU_010264 Manually curated
NW-022145604.1:13166206-13179974,LOC586192,Ste20-like protein kinase,25767,13768,53.432685217526284,NW_022145604.1:13158876-13184643, Sp-Fray|SPU_020611|Sp-Ste20|SPU_025452|SPS1-related proline-alanine rich protein kinase|Serine/threonine-protein kinase 39|Pancreatic serine/threonine kinase|PSTK1|SPU_028796|LOC110974710 Manually curated
NW-022145607.1:10626921-10640679,LOC105445539,uncharacterized LOC105445539,17019,13758,80.83906222457253,NW_022145607.1:10624128-10641147, Sp-Serrp3|Sp-Nlr10|SPU_009017|SPU_026442|Dentin-like Manually curated
NW-022145607.1:10626921-10640679,LOC115927858,mucin-5AC-like,37651,6624,17.593158216249236,NW_022145607.1:10634055-10671706, Manually curated
NW-022145614.1:6894407-6908162,LOC594252,deoxynucleoside triphosphate triphosphohydrolase SAMHD1,16861,11749,69.68151355198387,NW_022145614.1:6889295-6906156, SAM domain- and HD domain-containing protein 1 |Sp-Samhd1_2|SPU_002618 Manually curated
NW-022145602.1:6808929-6822670,LOC586585,ufm1-specific protease 1-like,4946,723,14.617873028710068,NW_022145602.1:6821947-6826893, SPU_026791|Sp-Ufsp1|UFM1-specific peptidase 1-like|LOC110980480 Manually curated
NW-022145605.1:5001207-5014947,LOC592133,centromere protein J,27670,13169,47.59306107697868,NW_022145605.1:5001778-5029448, hypothetical protein-713|Sp-Hypp_713| t-complex 10 homolog-like |Sp-Cenpj|centromere protein J|SPU_002588|SPU_013370|centromere protein J-like Manually curated
NW-022145613.1:31636570-31650303,LOC115919900,uncharacterized LOC115919900,4992,4992,100.0,NW_022145613.1:31641527-31646519, Sp-Ajpx3|SPU_006349 Manually curated
NW-022145596.1:8727248-8740972,LOC100890852,COMM domain-containing protein 6,8950,6682,74.65921787709497,NW_022145596.1:8724980-8733930, SPU_005739|Sp-Commd6|COMM domain containing 6|LOC110977233 Manually curated
NW-022145598.1:23291716-23305406,LOC105444870,,14872,2236,15.034965034965033,NW_022145598.1:23303170-23318042, SPU_013903 Manually curated
NW-022145614.1:10968572-10982259,LOC582728,proton-coupled folate transporter,12341,146,1.1830483753342516,NW_022145614.1:10982113-10994454, Sp-Slc46a1L_8| solute carrier family 46 member 1-like-8|SPU_025146 Manually curated
NW-022145613.1:23324681-23338367,LOC575143,rho GTPase-activating protein 18,112136,13686,12.20482271527431,NW_022145613.1:23264382-23376518, Arhgap18/28/40-like|Rho GTPase activating protein 28-like|Sp-Arhgap28_1|Rho GTPase activating protein 18|ARHGAP18|MacGAP|SPU_000259|Sp-Rhogap18|LOC110987977 Manually curated
NW-022145601.1:23043236-23056917,LOC576834,trichohyalin,11764,9,0.07650459027541652,NW_022145601.1:23056908-23068672, Sp-MacpfD.2|SPU_022318|Sp-Hypp_2896|SPU_027228|hypothetical protein-2896 Manually curated
NW-022145610.1:14412202-14425857,LOC577315,cxorf56,6785,2948,43.448784082535,NW_022145610.1:14408365-14415150,"['chromosome X open reading frame 56', ' LOC577315|SPU_018324|UPF0428 protein CXorf56 homolog|LOC110976277 Manually curated']"
NW-022145610.1:14412202-14425857,LOC105439485,1-acyl-sn-glycerol-3-phosphate acyltransferase alpha-like,5896,3109,52.73066485753053,NW_022145610.1:14422748-14428644, Sp-Agpat1|SPU_018322|1-AGP acyltransferase 1|1-AGPAT 1|Lysophosphatidic acid acyltransferase-alpha|LPAAT-alpha|1-acylglycerol-3-phosphate O-acyltransferase 1|1-acyl-sn-glycerol-3-phosphate acyltransferase alpha Manually curated
NW-022145600.1:12949618-12963245,LOC115924031,uncharacterized LOC115924031,14507,8138,56.09705659336872,NW_022145600.1:12955107-12969614, SPU_025329 Manually curated
NW-022145609.1:36261928-36275455,LOC105447342,uncharacterized LOC105447342,5268,5268,100.0,NW_022145609.1:36268766-36274034, Manually curated
NW-022145602.1:15225265-15238773,LOC576637,sn1-specific diacylglycerol lipase alpha,117164,13508,11.529138643269263,NW_022145602.1:15205486-15322650, Manually curated
NW-022145612.1:59890339-59903833,LOC100888241,cysteine-rich DPF motif domain-containing protein 1,3076,3076,100.0,NW_022145612.1:59892993-59896069, LOC110982071 Manually curated
NW-022145612.1:59890339-59903833,LOC755314,fancd2,29350,2337,7.9625212947189095,NW_022145612.1:59863326-59892676,"['FA complementation group D2', ' Sp-Fancd2L|Fanconi anemia complementation groupd D2|Sp-Fancd2|complementation group D2-1|Sp-Fancd2_1|LOC755314|SPU_021231|SPU_001277|SPU_021230|SPU_009614|SPU_009613|Fanconi anemia group D2 protein|LOC110986936 Manually curated']"
NW-022145614.1:363180-376664,LOC105446104,carbohydrate sulfotransferase 14-like,4256,2741,64.4031954887218,NW_022145614.1:361665-365921, Manually curated
NW-022145614.1:363180-376664,LOC100894117,carbohydrate sulfotransferase 11,3959,1493,37.71154331901995,NW_022145614.1:375171-379130, Sp-Chst11_12| carbohydrate (chondroitin 4) sulfotransferase 11-12|SPU_022228 Manually curated
NW-022145607.1:34435656-34449139,LOC115928039,uncharacterized LOC115928039,20380,13483,66.15799803729146,NW_022145607.1:34429356-34449736, Sp-Hypp_1052|SPU_022606|hypothetical protein-1052|transposase-like Manually curated
NW-022145612.1:38672249-38685721,LOC582789,calcium/calmodulin-dependent protein kinase type 1D,119609,12880,10.768420436589219,NW_022145612.1:38672841-38792450, Sp-Camk1|SPU_002105|calcium/calmodulin-dependent protein kinase 1D|CaMK1-delta|CaM-KI delta|CamK1-like protein kinase Manually curated
NW-022145609.1:5456967-5470433,LOC590093,microtubule-associated serine/threonine-protein kinase 1,74773,13466,18.00917443462212,NW_022145609.1:5455851-5530624, Manually curated
NW-022145613.1:10494988-10508426,LOC105446087,uncharacterized LOC105446087,104188,4121,3.955349944331401,NW_022145613.1:10504305-10608493," Sp-Eggbr1L_1|SPU_003635|Sp-Klkb1|SPU_012390|Plasma prekallikrein|Kininogenin|Fletcher factor|plasma kallikrein precursor|Sp-Hypp_1191|SPU_026917|hypothetical protein-1191; membrane frizzled-related protein-like; corin|serine peptidase-like|hypothetical protein-1191|membrane frizzled-related protein-like|corin, serine peptidase-like Manually curated"
NW-022145613.1:10494988-10508426,LOC577239,solute carrier organic anion transporter family member 4A1,15130,2831,18.711169861202908,NW_022145613.1:10482689-10497819, Sp-Slco4a1_7|SPU_007601 Manually curated
NW-022145606.1:26735847-26749248,LOC105441387,adhesion G-protein coupled receptor G2-like,7603,415,5.458371695383402,NW_022145606.1:26748833-26756436, Manually curated
NW-022145611.1:6550808-6564206,LOC584583,ganab,34882,13398,38.40949486841351,NW_022145611.1:6540554-6575436,"['glucosidase II alpha subunit', ' Sp-Ganab_2|SPU_018929|Glucosidase II|Sp-Ganab_1|SPU_026475|alpha glucosidase II alpha subunit|SPU_017275|Sp-Ganab|SPU_017695|alpha glucosidase 2 alpha neutral subunit|LOC584583|neutral alpha-glucosidase AB|LOC110974177 Manually curated']"
NW-022145594.1:24241947-24255344,LOC763356,glucose-6-phosphate exchanger SLC37A2,37106,13397,36.104673098690235,NW_022145594.1:24226458-24263564, SPU_003812|Sp-Slc37a2|SPU_002372|Sp-Nlr55 Manually curated
NW-022145613.1:20762164-20775508,Coel1,coel1,28110,13344,47.47065101387407,NW_022145613.1:20748312-20776422,"['profilin', ' SpCoel1|Sp-Profilin|SPU_020197|LOC110982990 Manually curated']"
NW-022145601.1:18314715-18328054,LOC100893447,uncharacterized LOC100893447,14468,13339,92.19657174453968,NW_022145601.1:18314560-18329028, Manually curated
NW-022145604.1:421248-434559,LOC100891563,protein PLANT CADMIUM RESISTANCE 3-like,8794,8794,100.0,NW_022145604.1:422583-431377, Manually curated
NW-022145598.1:9571829-9585131,LOC105446520,uncharacterized LOC105446520,38426,7863,20.462707541768594,NW_022145598.1:9577268-9615694, Manually curated
NW-022145602.1:3907540-3920842,LOC115918732,probable helicase senataxin,13719,8475,61.775639623879286,NW_022145602.1:3902296-3916015, Manually curated
NW-022145602.1:3907540-3920842,LOC115925006,uncharacterized LOC115925006,16049,4149,25.852078011091034,NW_022145602.1:3916693-3932742, Manually curated
NW-022145594.1:22253960-22267253,LOC100890786,caspase-14-like,9265,976,10.53426875337291,NW_022145594.1:22266277-22275542, SPU_012722|Sp-IceL4|SPU_013714|Sp-Nlr197|SPU_021930|NACHT and LRR containing protein Manually curated
NW-022145600.1:23639080-23652321,LOC115924098,eukaryotic translation initiation factor 3 subunit A-like,24712,13241,53.581256069925544,NW_022145600.1:23637713-23662425, SPU_009089|Sp-Eif3a|SPU_014579|translation initiation factor 3 a|subunit 10 theta|p170|SPU_009090|translation initiation factor 3 subunit A|EIF3S10|Sp-Eif3a_1|Sp-Eif3a_2|eukaryotic translation initiation factor 3 subunit A Manually curated
NW-022145603.1:5885303-5898538,LOC115925380,uncharacterized LOC115925380,5463,5463,100.0,NW_022145603.1:5885769-5891232, Manually curated
NW-022145603.1:5885303-5898538,LOC115925485,ankyrin repeat and BTB/POZ domain-containing protein BTBD11-like,23505,1976,8.406721974048075,NW_022145603.1:5863774-5887279, Sp-Abtb2|SPU_002027|POZ|domain containing 2|ankyrin repeat and BTB Manually curated
NW-022145612.1:60255214-60268427,LOC115919490,uncharacterized LOC115919490,3654,1176,32.18390804597701,NW_022145612.1:60267251-60270905, Manually curated
NW-022145612.1:60255214-60268427,LOC115919422,carbohydrate sulfotransferase 14-like,13592,1403,10.322248381400824,NW_022145612.1:60243025-60256617, SPU_006669 Manually curated
NW-022145599.1:15680816-15694028,LOC105445308,deleted in malignant brain tumors 1 protein-like,20783,9975,47.99595823509599,NW_022145599.1:15670008-15690791, Manually curated
NW-022145602.1:8283039-8296233,LOC100893807,retinol dehydrogenase 8-like,9699,3766,38.82874523146716,NW_022145602.1:8277106-8286805, Sp-Rdh8_6|SPU_028628|retinol dehydrogenase 8 Manually curated
NW-022145609.1:14637220-14650413,LOC105442946,carm1,19258,9662,50.171357357981094,NW_022145609.1:14640751-14660009,"['coactivator associated arginine methyltransferase 1', ' Sp-Carm1|SPU_025581|coactivator-associated arginine methyltransferase 1|LOC105442946|histone-arginine methyltransferase CARMER-like|LOC110984367 Manually curated']"
NW-022145611.1:7711361-7724551,LOC100888033,scavenger receptor class B member 1,51095,12205,23.886877385262746,NW_022145611.1:7672471-7723566, Sp-ScavrB1L|SPU_018904|SPU_027497|SPU_023744 Manually curated
NW-022145596.1:10488708-10501893,LOC592784,copper-transporting ATPase 2,30318,9532,31.440068606108586,NW_022145596.1:10467922-10498240," Menkes disease-associated protein homolog|Copper pump 1|Sp-Atp7a|Sp-Atp7a_3| ATPase, Cu++ transporting, alpha polypeptide-3|SPU_008234|SPU_024383|Copper-transporting ATPase 1 Manually curated"
NW-022145610.1:8925394-8938570,LOC115929298,uncharacterized protein K02A2.6-like,4164,4164,100.0,NW_022145610.1:8929000-8933164, Manually curated
NW-022145609.1:5990208-6003359,LOC115928445,inactive tyrosine-protein kinase transmembrane receptor ROR1-like,63924,13151,20.572867780489332,NW_022145609.1:5954374-6018298, Manually curated
