"Summary of tests for positive selection at the 6,520 single-copy orthologs. Also included are measures of codon bias (ENC and Nc') and GC content.  ",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Official Gene ID,Common_name,Synonyms,Best Genbank Hit,Total No. of Codons,No. of Codons Analyzed,Model M0 dN,Model M0 dS,Model M0 dN/dS,Model M0 kappa,p1M8,Model M0 lnL,Model M7 lnL,Model M8 lnL,M8 vs. M7 LRT Score,Empirical P-value,Empirical Q-value,Empirical Lfdr,Effective No. of Codons (ENC),Novembre's Nc',GC Content,3rd position GC Content,Intron GC Content,Flanking Region GC Content
SPU_002056,Sp-Insig1,insulin induced gene 1,NP_938150,267,104,0.0139,0.5706,0.02439,3.10281,1.00E-05,-668.628,-668.635,-668.636,-0.000404,0.864705,0.612004,1,54.46,47.0468,0.524,0.549,0.352387,0.360763
SPU_013869,Sp-Eya,Eyes absent ,AAH78315,351,196,0.0068,0.2298,0.02975,2.77126,1.00E-05,-990.528,-990.536,-990.536,-0.000406,0.864705,0.612004,1,55.3,56.6252,0.46,0.406,0.365105,0.379169
SPU_003480,Sp-Fbox11,F-box protein 11,NP_001074503.1,875,676,0.0007,0.1337,0.00505,3.04732,1.00E-05,-3165.83,-3165.83,-3165.84,-0.000408,0.864705,0.612004,1,55.02,47.9535,0.491,0.56,0.355712,0.426708
SPU_000988,Sp-Pigc,"Phosphatidylinositol N-acetylglucosaminyltransferase subunit C (Phosphatidylinositol-glycan biosynthesis, class C protein) (PIG-C)",14916629,225,152,0.018,0.3515,0.05123,1.96556,1.00E-05,-861.539,-861.554,-861.554,-0.000408,0.864705,0.612004,1,57.35,51.6027,0.467,0.507,0.333059,0.37
SPU_010692,Sp-Rpl8,ribosomal protein L8,NP_150644 ,257,183,0.0025,0.3851,0.00641,2.40346,1.00E-05,-1001.23,-1001.23,-1001.23,-0.000408,0.864705,0.612004,1,36.92,30.225,0.581,0.652,0.343588,0.4085
SPU_023965,Sp-Eif3s3L,"eukaryotic initiation factor3, Mov34",NP_003747,327,228,0.0096,0.2829,0.03392,2.1115,1.00E-05,-1192,-1192.01,-1192.01,-0.00041,0.864705,0.612004,1,60.05,51.8159,0.48,0.577,0.376846,0.37
SPU_028094,Sp-Rhogef10,"ARHGEF10, Rho guanine nucleotide exchange factor 10",NM_014629,392,232,0.0038,0.2326,0.01627,1.72961,1.00E-05,-1135.36,-1135.37,-1135.37,-0.00041,0.864705,0.612004,1,52.05,46.9825,0.486,0.541,0.355398,0.349524
SPU_013875,Sp-C6orf165L,human chromosome 6 open reading frame 165-like,CAD92567.1,623,473,0.0048,0.3252,0.01475,2.15695,1.00E-05,-2546.98,-2546.99,-2546.99,-0.000414,0.864705,0.612004,1,52.47,48.263,0.49,0.531,0.320544,0.350325
SPU_016631,Sp-Nap1l1,nucleosome assembly protein 1-like 1,NP_004528,386,204,0.0041,0.5188,0.00787,0.77967,1.00E-05,-1085.15,-1085.15,-1085.15,-0.000416,0.864705,0.612004,1,55.26,55.0343,0.461,0.456,0.368941,0.369
SPU_027680,Sp-C3orf44L_1,human chromosome 3 open reading frame 44-like-1,EAW78825.1,325,232,0.0627,0.2939,0.21336,1.2495,1.00E-05,-1401.05,-1396.36,-1396.36,-0.000418,0.864705,0.612004,1,57,53.7736,0.473,0.489,0.364328,0.3495
SPU_009144,Sp-Klhl17,kelch-like 17 (Drosophila),EDL81372.1,418,157,0.0056,0.5551,0.01009,1.78873,1.00E-05,-941.021,-941.025,-941.025,-0.000418,0.864705,0.612004,1,57.57,50.5955,0.522,0.588,0.36983,0.3675
SPU_015974,Sp-Tdc1,amino acid decarboxylase family,17534819,381,237,0.0019,0.3552,0.00545,2.92017,1.00E-05,-1294.13,-1294.13,-1294.13,-0.00042,0.864705,0.612004,1,58.45,53.5117,0.485,0.501,0.364562,0.337949
SPU_009523,Sp-Klhl2_1,"kelch-like 2, Mayven",NP_009177,557,251,0.0167,0.3764,0.04437,3.79271,1.00E-05,-1452.01,-1448.78,-1448.78,-0.000422,0.864705,0.612004,1,53.52,54.951,0.487,0.433,0.361803,0.371228
SPU_021285,Sp-Plscrl_3,phospholipid scramblase like,NP_066928,255,128,0.0823,0.54,0.15243,2.24851,1.00E-05,-905.82,-900.525,-900.525,-0.000422,0.864705,0.612004,1,55.35,53.5724,0.475,0.449,0.374809,0.368718
SPU_011814,Sp-Spryd3L,SPRY domain containing 3,NP_116229 ,507,402,0.0122,0.4832,0.0253,1.85648,1.00E-05,-2382.66,-2381.5,-2381.5,-0.000422,0.864705,0.612004,1,55.24,51.716,0.506,0.492,0.371621,0.3375
SPU_005312,Sp-Bbs7,Bardet-Biedl syndrome 7 protein,BC031505,637,292,0.0141,0.4308,0.03281,2.53504,1.00E-05,-1744.54,-1743.44,-1743.44,-0.000424,0.864705,0.612004,1,52.22,53.7887,0.445,0.427,0.323817,0.364103
SPU_011710,Sp-Mtpap,mitochondrial poly(A) polymerase; PAP associated domain containing 1,NP_080433.1,646,483,0.049,0.3783,0.12951,2.21869,1.00E-05,-3062.75,-3049.24,-3049.24,-0.000424,0.864705,0.612004,1,55.7,54.7053,0.466,0.47,0.348549,0.364
SPU_018139,Sp-Psmb1,"proteasome (prosome, macropain) subunit, beta type 1; component C5 of proteasome",NP_035315.1,146,101,0.0045,0.3624,0.01234,2.22938,1.00E-05,-557.833,-557.837,-557.837,-0.000424,0.864705,0.612004,1,59.53,53.888,0.509,0.507,0.359791,0.38
SPU_009555,Sp-Drg1,Developmentally Regulated GTP Binding Protein 1,BC053264,366,171,0.0136,0.2825,0.04811,2.68519,1.00E-05,-934.602,-934.616,-934.616,-0.000426,0.864705,0.612004,1,49,45.1927,0.475,0.564,0.366742,0.37641
SPU_023295,Sp-Ddx6,"ATP dependant RNA helicase p54, rck oncogene",P54823,538,448,0.0086,0.2012,0.04255,1.50907,1.00E-05,-2203.9,-2203.91,-2203.91,-0.00043,0.864882,0.612053,1,52.57,45.4949,0.514,0.612,0.368247,0.347
SPU_027482,Sp-Dr1,down-regulator of transcription 1 ,NP_001929 ,217,191,0.0025,0.3356,0.00746,2.45352,1.00E-05,-1049.81,-1049.81,-1049.81,-0.00043,0.864882,0.612053,1,54.05,53.711,0.524,0.507,0.310127,0.372
SPU_001476,Sp-Hypp_1332,hypothetical protein-1332; neuropilin (NRP) and tolloid (TLL)-like 2-like,EEA55700.1,324,246,0.0179,0.2158,0.08298,2.02854,1.00E-05,-1289.12,-1289.14,-1289.14,-0.00043,0.864882,0.612053,1,58.88,54.3991,0.488,0.527,0.394868,0.358
SPU_005014,Sp-Hypp_1556,hypothetical protein-1556,EED21236.1,472,231,0.0595,0.5632,0.10561,2.75803,1.00E-05,-1632.76,-1632.81,-1632.81,-0.00043,0.864882,0.612053,1,58.89,51.3492,0.511,0.553,0.35238,0.378
SPU_006556,Sp-Maoa_5,monoamine oxidase A,45551418,246,142,0.0751,0.502,0.1496,1.62827,1.00E-05,-976.013,-964.907,-964.907,-0.000432,0.864882,0.612053,1,54.17,52.5144,0.49,0.468,0.37102,0.389367
SPU_006797,Sp-Msclact,M actin,1703137,376,370,0.0035,0.1723,0.02008,4.08784,1.00E-05,-1695.32,-1695.33,-1695.33,-0.000432,0.864882,0.612053,1,33.94,29.8684,0.562,0.713,0.330035,0.384
SPU_021167,Sp-Pak1ip1,PAK1 interacting protein 1; PAK/PLC-interacting protein 1,AAK577477.1,224,130,0.0336,0.3787,0.08868,1.26551,1.00E-05,-767.88,-763.693,-763.693,-0.000432,0.864882,0.612053,1,61,57.5751,0.476,0.523,0.389204,0.3885
SPU_009985,Sp-CycG,"CCNG, CYCG",none,410,323,0.0152,0.2215,0.06847,1.69482,1.00E-05,-1678.55,-1678.57,-1678.57,-0.000434,0.864882,0.612053,1,59.88,52.8828,0.493,0.528,0.347954,0.392
SPU_022073,Sp-C3orf21_1,human chromosome 3 open reading frame 21-1,EAW78028.1,400,304,0.0679,0.4214,0.16119,2.04934,1.00E-05,-1972.22,-1961.61,-1961.61,-0.000436,0.864882,0.612053,1,55.18,46.7388,0.502,0.624,0.366318,0.3855
SPU_019586,Sp-Lmo4,none,NP_817093.1,178,151,0.003,0.2713,0.01103,6.35757,1.00E-05,-769.145,-769.148,-769.148,-0.000436,0.864882,0.612053,1,42.76,38.0397,0.529,0.661,0.402422,0.3555
SPU_024622,Sp-Aldh1l1_1,10-formyltetrahydrofolate dehydrogenase (10-FTHFDH) (Aldehyde dehydrogenase 1 family member L1) ,24418394,222,157,0.0237,0.7306,0.03244,1.02141,1.00E-05,-977.721,-974.954,-974.955,-0.000438,0.864882,0.612053,1,45.53,41.1174,0.485,0.557,0.340654,0.3455
SPU_008019,Sp-CopineL,none,NP_705898,267,100,0.0091,0.4098,0.02212,3.25096,1.00E-05,-564.555,-564.563,-564.563,-0.000438,0.864882,0.612053,1,55.76,51.5817,0.457,0.51,0.350212,0.36583
SPU_002009,Sp-Z480_1,none,BAC04764,356,304,0.0364,0.5686,0.06402,2.42896,1.00E-05,-1829.36,-1826.62,-1826.62,-0.000438,0.864882,0.612053,1,48.43,44.2849,0.523,0.687,NULL,0.4095
SPU_004381,Sp-Bnip1,BCL2/adenovirus E1B 19kD interacting protein 1,NP_001196 ,225,187,0.0046,0.2782,0.01646,1.40379,1.00E-05,-926.856,-926.861,-926.861,-0.000442,0.864882,0.612053,1,48.35,45.3849,0.428,0.459,0.324584,0.317297
SPU_008779,Sp-Mapko1,mitogen activated protein kinase organizer 1,XP_791368.1,309,236,0.0113,0.2584,0.04364,1.86635,1.00E-05,-1231.37,-1231.38,-1231.38,-0.000442,0.864882,0.612053,1,54.58,48.2717,0.502,0.542,0.3599,0.355385
SPU_018879,Sp-C12orf66,human chromosome 12 open reading frame 66,EAW97124.1,375,265,0.0241,0.2815,0.0858,2.54552,1.00E-05,-1484.48,-1484.51,-1484.51,-0.000444,0.864882,0.612053,1,57.08,48.9417,0.486,0.544,0.360177,0.344
SPU_024199,Sp-Sav1l,WW45 protein ,NP_068590 ,434,226,0.0121,0.3046,0.0396,1.73346,1.00E-05,-1251.92,-1251.93,-1251.93,-0.000446,0.864882,0.612053,1,59.86,58.7527,0.507,0.459,0.327195,0.3775
SPU_006485,Sp-Derl2,"Der1-like domain family, member 2 ",NP_057125,252,183,0.0025,0.2397,0.01051,3.30655,1.00E-05,-920.298,-920.301,-920.301,-0.000448,0.864882,0.612053,1,55.77,49.3495,0.459,0.504,0.333562,0.373
SPU_018201,Sp-Pcnx,pecanex homolog (Drosophila),EDL02723.1,769,395,0.0136,0.3816,0.03568,2.82544,1.00E-05,-2249.28,-2248.36,-2248.36,-0.000448,0.864882,0.612053,1,53.87,45.9815,0.518,0.564,0.354589,0.3485
SPU_020156,Sp-Aacs_1,Acetoacetyl-CoA synthetase  ,20073187,391,304,0.0089,0.1943,0.04592,2.0609,1.00E-05,-1541.25,-1541.26,-1541.27,-0.00045,0.864882,0.612053,1,53.86,50.4349,0.47,0.469,0.35516,0.347
SPU_015852,Sp-Nbea_1,neurobeachin-1; rugose (Drosophila melanogaster),EAX08541.1,334,237,0.0018,0.2952,0.00605,1.27633,1.00E-05,-1204.43,-1204.43,-1204.43,-0.00045,0.864882,0.612053,1,52.95,46.4243,0.493,0.576,0.365635,0.345641
SPU_002507,Sp-Rbj,Ras-associated protein Rap1,DAA01320.1,267,198,0.0251,0.3218,0.07789,2.30149,1.00E-05,-1129.81,-1129.84,-1129.84,-0.000452,0.864882,0.612053,1,51.99,51.5805,0.473,0.508,0.348041,0.41641
SPU_013577,Sp-Smarcb1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1 ",NP_003064 ,370,251,0.0051,0.216,0.02353,1.20939,1.00E-05,-1227.33,-1227.34,-1227.34,-0.000452,0.864882,0.612053,1,58.49,55.554,0.473,0.476,0.357361,0.374
SPU_022928,Sp-Rhogap8,"Rho GTPase activating protein 8, ARHGAP8, BPGAP1",BC079089,305,264,0.0358,0.2563,0.1399,1.94335,1.00E-05,-1482.63,-1482.67,-1482.67,-0.000456,0.864882,0.612053,1,53.24,53.4217,0.444,0.444,0.362781,0.369
SPU_026475,Sp-Ganab_1,alpha glucosidase II alpha subunit  ,38230585,275,128,0.0066,0.5071,0.01296,1.46398,1.00E-05,-704.932,-704.936,-704.936,-0.000458,0.864882,0.612053,1,50.93,49.7045,0.468,0.418,0.340905,0.41462
SPU_015324,Sp-Suv420h1L,suppressor of variegation 4-20 homolog 1 (Drosophila)-like,AAH99714.1,791,431,0.096,0.3301,0.29091,3.03128,1.00E-05,-2900.68,-2894.16,-2894.16,-0.000458,0.864882,0.612053,1,58.04,54.2821,0.51,0.538,0.341829,0.373
SPU_024752,Sp-Mtmr3/4,Myotubularin related protein 3/4; FYVE-DSP 1/2,none,1203,940,0.0406,0.2941,0.13799,1.75475,1.00E-05,-5506.36,-5490.9,-5490.9,-0.000462,0.864882,0.612053,1,54.83,51.3053,0.484,0.488,0.340373,0.376
SPU_000503,Sp-Rab11,"RAS-Related Protein RAB-11, Sp-RAB11B",CAG46492.1,217,132,0,0.089,0.0001,2.66688,1.00E-05,-576.789,-576.786,-576.787,-0.000462,0.864882,0.612053,1,51.51,55.0576,0.419,0.404,0.348781,0.355
SPU_004277,Sp-Polr1b,RNA polymerase I polypeptide B,AAI48065.1,655,417,0.0149,0.3555,0.04198,2.14841,1.00E-05,-2325.69,-2322.04,-2322.04,-0.000464,0.864882,0.612053,1,54.2,48.284,0.501,0.576,0.356551,0.41891
SPU_001694,Sp-R/Ptp/R,"PTP-SL, PCPTP, PTPBR7, PC12-PTP1, Receptor-type tyrosine-protein phosphatase R",NP_002840,193,105,0.017,0.4458,0.03808,1.76783,1.00E-05,-618.863,-618.877,-618.878,-0.000464,0.864882,0.612053,1,47.92,49.6751,0.477,0.427,0.319279,0.359326
SPU_004523,Sp-Nup210-2,nucleoporin 210-2,EAW64151.1,287,216,0.0105,0.2674,0.0391,2.23348,1.00E-05,-1125.19,-1125.2,-1125.2,-0.000466,0.864882,0.612053,1,52.59,51.9087,0.468,0.447,0.302141,0.3125
SPU_023014,Sp-Frizz9/10,none,NP_989429.1,610,526,0.0172,0.302,0.05681,2.70792,1.00E-05,-2929.87,-2925.08,-2925.08,-0.000468,0.864882,0.612053,1,58.39,55.8736,0.509,0.565,NULL,0.3965
SPU_009735,Sp-Farsa,"phenylalanyl-tRNA synthetase, alpha subunit",AAH94515.1,390,345,0.0052,0.2151,0.02433,2.4136,1.00E-05,-1732,-1732.01,-1732.01,-0.00047,0.864882,0.612053,1,47.52,47.2722,0.444,0.476,0.344744,0.3515
SPU_010021,Sp-Hdc,HDC,AAP34326.1,162,110,0.0201,0.3901,0.05154,1.39361,1.00E-05,-645.146,-645.166,-645.166,-0.00047,0.864882,0.612053,1,61,55.7787,0.516,0.519,0.338133,0.3415
SPU_001258,Sp-Clpp,endopeptidase Clp ,NP_006003,268,162,0.0088,0.2675,0.03283,3.36524,1.00E-05,-869.764,-869.627,-869.627,-0.000472,0.864882,0.612053,1,54.23,55.6721,0.46,0.409,0.340671,0.349
SPU_026004,Sp-Hypp_2810,hypothetical protein-2810; serine/threonine kinase-like,XP_002222537.1,322,148,0.0145,0.3861,0.03769,0.90743,1.00E-05,-837.395,-837.408,-837.408,-0.000472,0.864882,0.612053,1,54.84,53.169,0.52,0.44,0.348327,0.372734
SPU_007978,Sp-Kiaa0892,KIAA0892 protein-like,BAA74915.1,574,505,0.0082,0.1659,0.04937,2.31354,1.00E-05,-2506.24,-2506.26,-2506.26,-0.000472,0.864882,0.612053,1,50.89,50.4477,0.449,0.454,0.343621,0.366667
SPU_027805,Sp-Gapvd1,GTPase activating protein and VPS9 domain 1,NP_079985.2,435,336,0.0172,0.4807,0.0357,2.1696,1.00E-05,-2033.92,-2033.1,-2033.1,-0.000474,0.864882,0.612053,1,56.37,48.8087,0.523,0.61,0.365429,0.3385
SPU_013570,Sp-Wnt6,"wingless-type MMTV integration site family, member 6",BAE46751 ,352,305,0.0059,0.2926,0.02015,2.84489,1.00E-05,-1614.78,-1614.79,-1614.79,-0.000474,0.864882,0.612053,1,54.61,42.7717,0.536,0.611,0.361215,0.352
SPU_009795,Sp-Kiaa0556_1,KIAA0556 protein-like-1,BAA25482.2,488,190,0.018,0.3098,0.05815,1.81343,1.00E-05,-1016.65,-1016.67,-1016.67,-0.000476,0.864882,0.612053,1,55.71,49.01,0.515,0.528,0.33097,0.34
SPU_007972,Sp-Ythdc2,YTH domain containing 2 - duplicate,NP_073739 ,1324,425,0.0227,0.4484,0.05072,1.69804,1.00E-05,-2576.86,-2576.53,-2576.53,-0.000476,0.864882,0.612053,1,52.89,47.6624,0.515,0.539,0.352811,0.351795
SPU_018971,Sp-Lrrc34,leucine rich repeat containing 34,BAG57108.1,363,147,0.0195,0.7618,0.02562,1.74848,1.00E-05,-896.911,-896.923,-896.923,-0.000478,0.864882,0.612053,1,50.99,43.4081,0.505,0.642,0.357978,0.362
SPU_016439,Sp-Eef1e1,eukaryotic translation elongation factor 1 epsilon 1,EDL40942.1,175,132,0.0134,0.3292,0.04059,1.95349,1.00E-05,-714.375,-714.39,-714.39,-0.00048,0.864882,0.612053,1,51.55,55.4186,0.421,0.4,0.346759,0.34359
SPU_010312,Sp-Utp11L,"UTP11-like, U3 small nucleolar ribonucleoprotein",NP_057121 ,241,163,0.0209,0.34,0.06146,1.33976,1.00E-05,-863.774,-863.796,-863.796,-0.00048,0.864882,0.612053,1,56.69,51.6731,0.434,0.442,0.333004,0.3365
SPU_016393,Sp-Saps3_1,"SAPS domain family, member 3-1",BAB13384.2,551,390,0.0059,0.2061,0.0284,2.52681,1.00E-05,-1955.85,-1955.86,-1955.86,-0.000482,0.864882,0.612053,1,50.6,45.7424,0.474,0.524,0.375415,0.3945
SPU_024338,Sp-Wdr59_1,WD repeat domain 59-1,ABK41112.1,453,234,0.0481,0.5487,0.08774,2.77911,1.00E-05,-1567.21,-1567.23,-1567.23,-0.000484,0.864882,0.612053,1,52.32,47.9519,0.494,0.522,0.358536,0.405714
SPU_015360,Sp-Ado,2-aminoethanethiol (cysteamine) dioxygenase,AAH28589.2,257,211,0.0315,0.3023,0.10413,2.68328,1.00E-05,-1203.2,-1203.23,-1203.23,-0.000486,0.864882,0.612053,1,53.7,54.9795,0.455,0.367,NULL,0.316
SPU_024797,Sp-Trappc4,trafficking protein particle complex 4,NP_057230,219,170,0.0105,0.4024,0.02612,1.79804,1.00E-05,-971.285,-971.293,-971.293,-0.000486,0.864882,0.612053,1,55.19,54.6282,0.469,0.502,0.380407,0.4055
SPU_005702,Sp-TransglutL,none,AJ439609,703,454,0.0518,0.3911,0.13252,1.58086,1.00E-05,-2831.61,-2817.41,-2817.41,-0.00049,0.907866,0.623506,1,52.43,50.338,0.474,0.462,0.364997,0.348
SPU_010781,Sp-Alg2,"asparagine-linked glycosylation 2 homolog (S. cerevisiae, alpha-1,3-mannosyltransferase)",XP_149078.1,401,289,0.0048,0.277,0.01731,2.48441,1.00E-05,-1546.61,-1546.61,-1546.61,-0.000494,0.907866,0.623506,1,57.21,48.9204,0.498,0.558,0.361328,0.321
SPU_012124,Sp-Nubp1,"nucleotide binding protein 1 (MinD homolog, E. coli)",EDK97312.1,320,199,0.0111,0.3615,0.03083,2.09939,1.00E-05,-1109.59,-1109.6,-1109.6,-0.000494,0.907866,0.623506,1,52.15,53.3989,0.459,0.399,0.342243,0.352
SPU_003824,Sp-Bcas3,breast carcinoma amplified sequence 3,NP_619622.2,697,150,0.0155,0.3289,0.04708,3.37237,1.00E-05,-848.517,-848.534,-848.534,-0.000496,0.907866,0.623506,1,51.55,46.6332,0.55,0.583,0.361692,0.389251
SPU_028168,Sp-Slc25a35,"Solute carrier family 25, member 35",18044819,303,156,0.0352,0.4548,0.07748,3.81539,1.00E-05,-963.649,-963.68,-963.681,-0.000496,0.907866,0.623506,1,58.85,52.5934,0.52,0.545,0.380603,0.3645
SPU_004187,Sp-Dip2b,DIP2 disco-interacting protein 2 homolog B (Drosophila),BAE27997.1,390,305,0.0061,0.208,0.02951,2.49539,1.00E-05,-1575.89,-1575.9,-1575.9,-0.000498,0.907866,0.623506,1,55.14,50.7844,0.522,0.503,0.349117,0.3745
SPU_007579,Sp-Fgfr1op2L,FGFR1 oncogene partner 2-like,AAR91611.1,249,175,0.0186,0.6691,0.02783,2.27236,1.00E-05,-1008.95,-1005.02,-1005.02,-0.000498,0.907866,0.623506,1,50.93,42.501,0.545,0.721,0.367193,0.39
SPU_006702,Sp-Kiaa0415L_1,KIAA0415 protein-like-1,EAW87295.1,755,160,0.0173,0.3226,0.05349,2.68349,1.00E-05,-899.958,-899.977,-899.977,-0.000498,0.907866,0.623506,1,52.77,48.7831,0.473,0.506,0.329612,0.343854
SPU_004996,Sp-Rps15a,ribosomal protein S15a,NP_001010,130,112,0,0.0987,0.0001,0.0001,1.00E-05,-465.346,-465.343,-465.343,-0.000498,0.907866,0.623506,1,61,48.3728,0.492,0.607,0.359895,0.381
SPU_004595,Sp-Nek8,NIMA related proteine kinase 8,Q86SG6,475,268,0.0086,0.2399,0.03594,3.43018,1.00E-05,-1419.81,-1419.82,-1419.82,-0.000504,0.907866,0.623506,1,53.61,46.3228,0.536,0.543,0.33923,0.344324
SPU_023651,Sp-Trpc_1,Short transient receptor potential channel 7 (TrpC7) (TRP7 protein),18202960,936,853,0.07,0.355,0.19727,1.6295,1.00E-05,-5498.24,-5475.71,-5475.71,-0.000504,0.907866,0.623506,1,55.45,54.6538,0.443,0.436,0.347059,0.367692
SPU_012579,Sp-Adpgk,ADP-dependent glucokinase (ADPGK) (ADP-GK),62899880,471,242,0.0178,0.2672,0.06645,3.53226,1.00E-05,-1342.08,-1342.1,-1342.1,-0.000506,0.907866,0.623506,1,56.83,51.5501,0.496,0.508,0.344068,0.3535
SPU_004444,Sp-Mals,Malate synthase,67927409,569,163,0.0084,0.314,0.0269,2.29051,1.00E-05,-897.693,-897.702,-897.703,-0.000506,0.907866,0.623506,1,54.02,51.6348,0.486,0.49,0.334397,0.323
SPU_008152,Sp-Cyp2L16,"Cytochrome P450 Family 2 like, CYP2",62751797,499,337,0.029,0.2376,0.12196,2.00776,1.00E-05,-1822.27,-1822.31,-1822.31,-0.00051,0.907866,0.623506,1,57.15,50.0311,0.516,0.609,0.377343,0.368
SPU_019148,Sp-Efcab6L,EF-hand calcium binding domain 6-like,NP_73622.2,852,379,0.0306,0.4786,0.06398,1.4369,1.00E-05,-2315.67,-2315.08,-2315.08,-0.00051,0.907866,0.623506,1,55.31,54.6664,0.465,0.466,0.345101,0.348
SPU_007271,Sp-Galnt1_1,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1 (GalNAc-T1)-1; polypeptide GalNAc transferase 1-1,BAF85751.1,328,238,0.0392,0.5222,0.07501,1.64246,1.00E-05,-1496.37,-1495.75,-1495.75,-0.000514,0.907866,0.623506,1,50.44,40.9033,0.551,0.683,0.377025,0.3595
SPU_001288,Sp-Rab31,RAS-Related Protein RAB-31,NM_133685,129,111,0,0.1136,0.0001,0.60031,1.00E-05,-476.854,-476.851,-476.851,-0.000514,0.907866,0.623506,1,48.14,52.2497,0.442,0.409,0.353191,0.36359
SPU_009703,Sp-Mesdc1,mesoderm development candidate 1,NP_072088.1,340,300,0.0047,0.2108,0.02207,2.61195,1.00E-05,-1543.3,-1543.31,-1543.31,-0.000516,0.907866,0.623506,1,57.52,56.3402,0.48,0.446,NULL,0.3335
SPU_024510,Sp-Ccdc6,coiled-coil domain containing 6,EAW54197.1,323,184,0.0025,0.2888,0.00874,3.92618,1.00E-05,-973.748,-973.751,-973.751,-0.000518,0.907866,0.623506,1,52.64,44.9005,0.531,0.565,0.368603,0.4065
SPU_005205,Sp-Psrl,phosphatidyl serine receptor,none,183,125,0.0034,0.4633,0.00727,0.99443,1.00E-05,-674.538,-674.541,-674.541,-0.000518,0.907866,0.623506,1,56.16,52.2978,0.518,0.567,0.386443,0.368798
SPU_013798,Sp-Adora2a,adenosine A2a receptor,CAA48504.1,323,264,0.0161,0.2796,0.05749,3.26011,1.00E-05,-1446.51,-1446.53,-1446.53,-0.00052,0.907866,0.623506,1,58.67,54.4413,0.465,0.559,NULL,0.368
SPU_005435,Sp-Pbx,Exd,NP_571691.1,162,137,0.0065,0.2708,0.02389,4.5556,1.00E-05,-690.42,-690.43,-690.43,-0.000522,0.907866,0.623506,1,51.33,41.7662,0.591,0.684,0.376038,0.4015
SPU_011186,Sp-Sdr16c5,"short chain dehydrogenase/reductase family 16C, member 5",AAH37219.1,304,241,0.0058,0.3143,0.01853,2.71066,1.00E-05,-1336.95,-1336.96,-1336.96,-0.000522,0.907866,0.623506,1,56.24,50.6899,0.485,0.515,0.332736,0.3665
SPU_004217,Sp-SoxD1,Sox5/6/13,NP_999637.1,716,312,0.0144,0.3484,0.04123,1.78934,1.00E-05,-1763.98,-1762.48,-1762.48,-0.000524,0.907866,0.623506,1,57.29,52.5828,0.519,0.49,0.370079,0.3505
SPU_025115,Sp-Wdr45,WD repeat domain 45,EAW50702.1,238,105,0.0042,0.4319,0.00979,1.26218,1.00E-05,-590.633,-589.912,-589.912,-0.000524,0.907866,0.623506,1,61,56.7699,0.483,0.513,0.366496,0.401026
SPU_011345,Sp-Kctd12b,potassium channel tetramerisation domain containing 12b,30425146,249,236,0.0156,0.2955,0.05286,2.1923,1.00E-05,-1336.94,-1336.96,-1336.96,-0.000526,0.907866,0.623506,1,57.5,54.9005,0.521,0.557,NULL,0.384
SPU_001420,Sp-Spag7L,sperm associated antigen 7 ,NP_004881 ,187,118,0.0177,0.3876,0.04556,0.80904,1.00E-05,-624.115,-624.136,-624.136,-0.000528,0.907866,0.623506,1,61,55.8126,0.463,0.503,0.363052,0.384062
SPU_005514,Sp-Dazip_1,none,NP_775814.1,169,113,0.0309,0.5189,0.05964,2.18787,1.00E-05,-698.579,-698.607,-698.608,-0.000534,0.907866,0.623506,1,57.15,46.5219,0.511,0.595,0.353996,0.368
SPU_000304,Sp-Vps4h,Vtalp-regulated AAA-type ATPase,XP_638572.1,305,214,0.0538,0.3906,0.13787,2.03332,1.00E-05,-1369.1,-1361.72,-1361.72,-0.000534,0.907866,0.623506,1,54.8,54.3103,0.466,0.431,0.344782,0.367368
SPU_017738,Sp-Abhd2,abhydrolase domain containing 2; alpha/beta hydrolase domain containing protein 2,AAH27098.1,303,254,0.0052,0.2122,0.02442,1.82573,1.00E-05,-1258.87,-1258.88,-1258.88,-0.000536,0.907866,0.623506,1,59.77,50.0601,0.486,0.556,0.337195,0.334378
SPU_024256,Sp-Hprp8bp,WD repeat domain 57,NP_004805,349,295,0.0094,0.2673,0.0351,3.02391,1.00E-05,-1581.74,-1581.75,-1581.75,-0.000538,0.907866,0.623506,1,55.78,52.7045,0.489,0.52,0.366088,0.3245
SPU_024791,Sp-Dhx33_1,DEAH (Asp-Glu-Ala-His) box polypeptide 33-1,AAH52172.1,444,138,0.0162,0.3837,0.04217,1.37961,1.00E-05,-803.639,-801.856,-801.857,-0.000546,0.907866,0.623506,1,54.96,50.6815,0.498,0.505,0.336441,0.327692
SPU_008400,Sp-Usp34_4,ubiquitin specific peptidase 34-4,EDL07883.1,362,170,0.0052,0.3011,0.01736,2.42239,1.00E-05,-895.88,-895.887,-895.887,-0.000546,0.907866,0.623506,1,57.01,51.6006,0.519,0.542,0.359351,0.403454
